"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"259","11377621","亞洲交通股份有限公司","臺南市麻豆區大埕里新興街4之1號","吳東雄","19500000","1101222"
"260","11381701","亞洲航空股份有限公司","臺南市仁德區仁愛里機場路1050號","盧天麟","1503003850","1101209"
"261","11412303","京華企業股份有限公司","臺北市大安區仁愛路4段29之2號2樓","董陽閎","15000000","1101224"
"262","11456006","南山人壽保險股份有限公司","臺北市信義區莊敬路168號","陳棠","138219000000","1101221"
"263","11456110","美時化學製藥股份有限公司","臺北市信義區松仁路277號17樓","Vilhelm Robert Wessman","2627963120","1101208"
"264","11460091","群夯企業有限公司","臺北市中山區松江路259巷31號1樓","李震岳","3000000","1101214"
"265","11491382","帝聞企業股份有限公司","新北市新店區寶高路5號","鄭行道","700000000","1101217"
"266","11646935","富勤企業股份有限公司","臺北市中山區南京東路2段71號7樓","陳伯鏞","15000000","1101203"
"267","11649861","華藝手工業股份有限公司","臺北市中山區中山北路3段19之1號1樓","聶廷炎","15000000","1101230"
"268","11690903","華國大飯店股份有限公司","臺北市中山區雙城街23巷6號1樓","邱志瀛","51210000","1101229"
"269","11768107","裕信股份有限公司","臺北市松山區民權東路3段170號12樓之1","何光華","8000000","1101216"
"270","11777767","達人貿易股份有限公司","臺北市中山區南京東路3段200號6樓","楊慧娟","50000000","1101210"
"271","11823262","博世力士樂股份有限公司","桃園市桃園區興華路5號","劉火偉(Fowai Lau)","124185600","1101217"
"272","11825450","福華電子股份有限公司","臺北市中山區中山北路3段22號","陳慈德","1399830600","1101214"
"273","11833655","台灣明尼蘇達礦業製造股份有限公司","臺北市南港區經貿二路198號3樓至8樓","James Ernest Falteisek","450000000","1101228"
"274","11834900","台安計算儀器有限公司","臺北市中山區長春路78號7樓之2","黃奕得","16000000","1101203"
"275","11845104","漢威聯合股份有限公司","新北市板橋區遠東路3號5樓","潘志強","130000000","1101224"
"276","11910408","臺灣慎昌行股份有限公司","臺北市內湖區堤頂大道2段413號3樓","曹國賢","8800000","1101229"
"277","11941802","德記汽車有限公司","臺北市中山區民權東路2段137號","黃陳雪卿","23000000","1101228"
"278","11978005","龍億企業有限公司","臺北市中山區長安東路1段22之16號","薛宗華","3000000","1101224"
"279","11983366","聯穗企業股份有限公司","臺北市大同區南京西路203號3樓","吳東權","164297500","1101206"
"280","12016702","豐潤股份有限公司","臺北市內湖區瑞湖街178巷17號","張正仁","15000000","1101203"
"281","12025770","川瑩有限公司","臺北市中山區建國北路2段87號5樓","邱思源","6000000","1101216"
"282","12100150","佑聲企業股份有限公司","臺北市大安區復興南路1段76號3樓之4","詹明正","20000000","1101224"
"283","12100285","國際票券金融股份有限公司","臺北市中山區樂群三路128號8-10樓","魏啓林","16390000000","1101208"
"284","12107745","香港商可亞樂有限公司","臺北市中山區雙城街２３巷３號","","0","1101222"
"285","12111733","首立企業股份有限公司","臺中市西屯區市政北七路98號6樓之1、之2","吳雲龍","321850790","1101213"
"286","12115668","陽上貿易股份有限公司","臺北市中山區民生東路3段57號8樓之1","劉冠麟","14000000","1101229"
"287","12116224","銘城實業股份有限公司","臺北市松山區延壽街385號1樓","游高城","80000000","1101224"
"288","12119587","笙寶實業股份有限公司","臺北市中山區民權東路2段92巷1弄17號1樓","李仙生","31000000","1101228"
"289","12121768","麗嬰國際股份有限公司","臺北市內湖區南京東路6段346號5樓","李明松","150000000","1101223"
"290","12124955","中證實業有限公司","新北市林口區工二工業區工四路5號","韓國珍","6000000","1101209"
"291","12127658","羅福企業開發股份有限公司","臺北市松山區敦化北路153號10樓A室","謝采玲","5000000","1101224"
"292","12132414","是佳運動器材股份有限公司","臺北市內湖區民權東路6段18之3號5樓","黃皓軒","67000000","1101214"
"293","12136832","快樂腳交通有限公司","臺北市松山區民族東路687號1樓","丁雙全","3000000","1101229"
"294","12146000","華王貿易有限公司","臺北市松山區復興北路369號8樓之7","蔡梅雪","17000000","1101220"
"295","12151690","台灣日精儀器股份有限公司","臺北市松山區復興北路167號7樓之3","東政利","95000000","1101201"
"296","12155083","聖文企業有限公司","彰化縣社頭鄉社頭村杜斗路一段428號","蕭成基","26000000","1101216"
"297","12164127","盟城有限公司","臺北市中山區林森北路587號11樓之3","陳釗淮","10200000","1101221"
"298","12167237","迪展行有限公司","臺北市大安區復興南路2段173號6樓","鍾威元","10000000","1101224"
"299","12184073","信州食品股份有限公司","臺北市中山區龍江路328巷2號1樓","吳士櫻","10000000","1101215"
"300","12184377","百鳴投資股份有限公司","臺北市中山區復興北路150號10樓之7","吳春福","190793600","1101208"
"301","12197725","三多士股份有限公司","臺北市大安區四維路208巷3之1號1樓","吳昭雄","111998000","1101214"
"302","12203114","艗光交通有限公司","臺北市北投區育仁路155之1號2樓","蘇郁珊","3000000","1101209"
"303","12208173","福貹貿易股份有限公司","嘉義市太平里23鄰民權路116-1號8樓","蕭肇陽","2000000","1101223"
"304","12212985","幸生實業股份有限公司","臺北市中山區松江路520號6樓","鄭倩怡","100000000","1101210"
"305","12215836","政華科技展業有限公司","新北市新店區寶高路30之5號7樓","高福懋","6000000","1101208"
"306","12221020","映南股份有限公司","桃園市龜山區南美里南上路290巷23號","李威霖","5000000","1101214"
"307","12222668","慶泰大飯店股份有限公司","臺北市中山區松江路186號","康水","120000000","1101227"
"308","12234480","兆世國際開發股份有限公司","臺北市中山區復興南路1段2號8樓","林欣蓓","300000000","1101206"
"309","12245493","宇順交通有限公司","臺北市中正區西藏路83號1樓","陳懷","3000000","1101215"
"310","12258779","公成興股份有限公司","臺北市中正區紹興北街31巷4號","賴年興","17500000","1101223"
"311","12263766","建昱實業有限公司","臺北市中山區南京東路2段111號10樓","鮑大維","40000000","1101215"
"312","12265650","金坤宏業股份有限公司","桃園市龜山區茶專路30號1、2樓","黃習博","120000000","1101227"
"313","12266026","永詳有限公司","新北市淡水區行忠路523號","陳寬定","8000000","1101221"
"314","12283812","吉得股份有限公司","臺北市中山區松江路170巷17號8樓","王中明","60000000","1101203"
"315","12285327","前導國際股份有限公司","新北市三重區重新路5段609巷20號10樓之4","何瑋仲","20000000","1101223"
"316","12292039","大江生醫股份有限公司","臺北市內湖區港墘路187號8樓","林詠翔","1182398300","1101224"
"317","12325806","千倫實業股份有限公司","臺北市中正區新生南路1段144號1樓","林錦標","28000000","1101206"
"318","12341051","康舒科技股份有限公司","臺北市松山區南京東路5段99號11樓","許介立","5166212950","1101210"
"319","12347674","日商三共生興股份有限公司","臺北市松山區敦化北路167號7樓","今井雄一郎","2000000","1101224"
"320","12357481","傑地有限公司","臺中市大雅區大楓里前村東路12之1號2樓","高士淵","5000000","1101208"
"321","12361540","宏崑貿易股份有限公司","臺北市中山區松江路315號3樓","紀正昭","60000000","1101208"
"322","12362843","優貝克科技股份有限公司","新竹市光復路二段882號4樓之2","蔡有哲","498000000","1101214"
"323","12375919","三崧貿易有限公司","新北市中和區橋安街41號2樓","呂麗瑛","10000000","1101209"
"324","12388007","宗洋企業有限公司","臺北市內湖區瑞光路188巷50號3樓","李忠信","20000000","1101222"
"325","12402015","新各界企業有限公司","臺北市內湖區行愛路172號","曾照嵩","40000000","1101224"
"326","12406785","春名股份有限公司","新北市新莊區民安路207巷30弄8號1樓","林炳輝","5000000","1101228"
"327","12410319","超信航空貨運代理有限公司","臺北市大同區迪化街2段172巷12之1號1樓","周松陳","5000000","1101220"
"328","12411788","琦鈺企業股份有限公司","臺北市中山區建國北路2段151巷14號1樓","莊蘭玉","43314000","1101214"
"329","12416762","文靖企業有限公司","臺北市大同區重慶北路2段80巷8號4樓","童翊峰","5000000","1101223"
"330","12428015","唐老鴨印刷股份有限公司","臺北市中山區松江路259巷11號1樓","林振興","1000000","1101206"
"331","12447033","名行股份有限公司","臺北市松山區敦化北路244巷9號1樓","黃世峰","5000000","1101217"
"332","12450796","兆豐國際證券投資信託股份有限公司","臺北市松山區中正里32鄰復興北路167號17樓","陳佩君","527000000","1101214"
"333","12457600","台江化學工業股份有限公司","臺北市大安區復興南路1段243號5樓之1","大江敏博","11000000","1101220"
"334","12467889","康世企業股份有限公司","臺北市中山區復興北路166號11樓","黃阿雙","2000000","1101206"
"335","12476445","太和數位創意有限公司","臺北市中山區松江路514號5樓","謝雍璇","15000000","1101209"
"336","12476640","瑞年股份有限公司","臺北市文山區羅斯福路5段172之1號1樓","江姿瑩","10000000","1101217"
"337","12477985","煇宏企業有限公司","臺北市信義區忠孝東路5段236巷3弄11號7樓","吳桂南","5000000","1101227"
"338","12478957","安隆興業股份有限公司","臺北市中山區朱崙街17號7樓","林崑山","102880000","1101202"
"339","12485872","意華實業股份有限公司","臺北市中山區松江路520號10樓","陳志全","115000000","1101209"
"340","12487484","智富開發建設股份有限公司","臺北市松山區敦化北路167號17樓","呂淑容","1000000","1101220"
"341","12493991","慶臨實業股份有限公司","新北市蘆洲區正和街75號5樓","黃亨豐","10000000","1101217"
"342","12498193","台灣西武聚合股份有限公司","臺北市松山區復興南路1段63號4樓之2","蘇希美","15000000","1101210"
"343","12505271","僑山有限公司","臺北市大同區涼州街30號3樓","周宏遠","2000000","1101230"
"344","12539552","東立出版社有限公司","臺北市大同區承德路2段81號10樓","黃美月","52000000","1101227"
"345","12540951","台灣達孚股份有限公司","臺北市松山區民權東路3段142號13樓之3","洪文彬","50000000","1101216"
"346","12556637","永生花卉有限公司","臺北市中山區農安街277號2樓之1","温慧婷","1000000","1101209"
"347","12600697","通裕投資股份有限公司","彰化縣彰化市中正里中山路2段641號2樓","王鄭晰","150000000","1101210"
"348","12603414","億力科技股份有限公司","桃園市八德區大發里和成路28號","張榮峰","48000000","1101209"
"349","12604074","菁宸科技股份有限公司","臺中市西屯區何源里河南東三街25號1樓","劉政平","16800000","1101213"
"350","12605356","士綸企業有限公司","高雄市大寮區河堤路3段883巷5號","戴源妹","2000000","1101221"
"351","12606518","界昌精密工具股份有限公司","新北市樹林區東順街57巷46號","李瑋倫","15000000","1101208"
